Premise Name,Company Brand Name,Address,Halal Certification Expiry Date,Halal Certification Body
KYROS KEBAB KLCC,KYROS KEBAB SDN BHD,"SURIA KLCC FOOD COURT2ND FLOOR, SURIA KLCCJALAN AMPANG, KUALA LUMPUR",2019-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
JONKER WALK KOPITIAM,GOLDEN BAGS CORPORATIONS SDN.BHD,"LOT 19E, GATE B3, CONTACT PIER DOMESTIC DEPARTURE, LEVEL 3, MAIN TERMINAL BUILDING KLIA.",2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
DOMINOS PIZZA ( BPK ),DOMMAL FOOD SERVICES SDN BHD,"NO.170, PERSIARAN RAJA MUDA MUSA, PORT KLANG, SELANGOR DARUL EHSAN",2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S PERSIARAN RAJA MUDA MUSA DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"LOT PT 3358, SEKSYEN 31,PERSIARAN RAJA MUDA MUSA (KS 05) BANDAR KLANG,BANDAR DIRAJA KLANG",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC AEON BUKIT RAJA,KFC (PENINSULAR MALAYSIA) SDN BHD,"G-32 GROUNF FLOOR, PERSIARAN BUKIT RAJA BANDAR BARU KLANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC AEON BUKIT TINGGI,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT G30, GROUND FLOOR, AEON BUKIT TINGGI SHOPPING CENTRE1, PERSIARAN BATU NILAI 1/KS 6BANDAR BARU BUKIT TINGGI 241200 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC BUKIT RAJA,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT G-42, GROUND FLOORBUKIT RAJA SHOPPING KOMPLEKS41150 BANDAR BARU KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC CARREFOUR KLANG,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT NO. 9, GROUND FLOORCARREFOUR KLANG SHOPPING CENTRENO. 2, JALAN HARMONISOFF JALAN KAPAR42100 KLANG, SELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC GIANT BUKIT TINGGI,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT NO. 41, GIANT HYPERMARKET BUKIT TINGGILOT 83191-83192, PERSIARAN SRI NILAMKLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KAPAR KLANG,KFC (PENINSULAR MALAYSIA) SDN BHD,NO. 222 (PT 1278) JALAN BESARK.U/13 PEKAN KAPAR42200 KLANGSELANGOR,2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLANG 1,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 24, JALAN TAIPING41400 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLANG 2,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 10, JALAN POS BARU41400 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLANG UTAMA,KFC (PENINSULAR MALAYSIA) SDN BHD,"G-2, KLANG UTAMA SHOPPING CENTREJALAN SUNGAI BULOH 14, TAMAN KLANG UTAMA41000 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLEBANG,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 24, JALAN NIRWANA 2TAMAN NIRWANA KLEBANG76400 MELAKA",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLIA 2 ARRIVAL GATEWAY,KFC (PENINSULAR MALAYSIA) SDN BHD,"L2-20, LK2-21 & L2-22, LEVEL 2 ARRIVAL LEVEL, GATEWAY @ KLIA 2 KL INTERNATIONAL AIRPORT 2, KLIA",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLIA2 DEPARTURE,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT NO. S2-3-L08 & S2-3-L08A, DEPARTURE LEVEL PUBLIC CONCOURSE, KL INTERNATIONAL AIRPORT 2, KLIA",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLUANG 2,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 31, JALAN INTAN 2/1, TAMAN INTAN86000 KLUANG, JOHOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLUANG MALL,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT G-20, GROUND FLOOR KLUANG MALL SHOPPING COMPLEX",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KLUANG PARADE,KFC (PENINSULAR MALAYSIA) SDN BHD,"GA-1, GROUND FLOOR, KLUANG PARADEJALAN SENTOL 86000 KLUANG, JOHOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KTM PORT KLANG,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT 17, MUKIM BANDAR PORT KLANGPORT KLANG (SOUTH) RAILWAY STATION,PERSIARAN RAJA MUDA MUSA42000 PORT KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KTM PORT KLANG (KIOSK),KFC (PENINSULAR MALAYSIA) SDN BHD,"UNIT 1,9,10, LOT 17, SEC. 16 MUKIM BANDAR PORT KLANG, PORT KLANG (SOUTH) RAILWAY STATION, PERSIARAN RAJA MUDA MUSA, PORT KLANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC KUALA KLAWANG,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT NO 8, JALAN UA 1 TAMAN UNDANG ABDULLAH KUALA KLAWANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC MEGA MENDUNG,KFC (PENINSULAR MALAYSIA) SDN BHD,"144, JALAN MEGA MENDUNGOFF BATU 5, JALAN KLANG LAMA58200 KUALA LUMPUR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC MERU,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 186, JALAN MERU41050 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC PANDAMARAN,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 9, JALAN BATU UNJURPANDAMARAN JAYA42000 PELABUHAN KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC PEKAN MERU,KFC (PENINSULAR MALAYSIA) SDN BHD,NO. 207 JALAN MERU41050 KLANGSELANGOR,2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC PETRONAS PETALING UTAMA,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT NO. PT 1773 HS(D) 243795, JALAN KLANG LAMA PETALING JAYA",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC PORT KLANG,KFC (PENINSULAR MALAYSIA) SDN BHD,"101, PERSIARAN RAJA MUSA MUDA42000 PORT KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC SILIBIN,KFC (PENINSULAR MALAYSIA) SDN BHD,NO. 22 & 22A JALAN KLEDANG RAYA 21TAMAN ALAKAFF30100 IPOH,2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC STADIUM BOLASEPAK KL,KFC (PENINSULAR MALAYSIA) SDN BHD,"GROUND FLOOR, BOLASEPAK KLJALAN YAACOB LATIF, BANDAR TUN RAZAK56000 KUALA LUMPUR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC SURIA KLCC,KFC (PENINSULAR MALAYSIA) SDN BHD,"SHOP NO. C21, CONCOURSE FLOORSURIA KLCC, KUALA LUMPUR CITY CENTRE50088 KUALA LUMPUR.",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC TAMAN SENTOSA,KFC (PENINSULAR MALAYSIA) SDN BHD,"96, GROUND FLOOR, LORONG DATO YUSUF SHAH BUDIN30 OFF JALAN SG. JATI, TAMAN MELAWATI (SENTOSA)41200 KLANG SELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC TELUK PULAI,KFC (PENINSULAR MALAYSIA) SDN BHD,"NO. 3, JALAN TELUK PULAI41100 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC TESCO BUKIT TINGGI,KFC (PENINSULAR MALAYSIA) SDN BHD,"LOT 22, GROUND FLOOR TESCO KLANG1, JALAN BATU 2 1/2, JALAN LANGAT 41200 KLANGSELANGOR",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SUBWAY SANDWICHES,TRANS ELITE MANAGEMENT SDN BHD,"LOT NO. 1.0.28 - GROUND FLOOR, PEARL POINT SHOPPING MALL, BATU 5, JALAN KLANG LAMA, KUALA LUMPUR",2019-08-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
RUMBIA KITCHEN,FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD),"FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD) SUNGAI KLAH, SUNGKAI",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MERANTI KITCHEN,FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD),"FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD) SUNGAI KLAH, SUNGKAI",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
CEMARA LOUNGE KITCHEN,FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD),"FELDA RESIDENCE HOT SPRINGS (FELDA TRAVEL SDN BHD) SUNGAI KLAH, SUNGKAI",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S MID VALLEY MEGAMALL,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"LOT NO. LG-033 & LG-034,LOWER GOUND FLOOR,JALAN KLANG LAMA,58000 KUALA LUMPUR",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
RAMLY HALAL KIOSK,RAMLY HALAL KIOSK SDN BHD,NO. 43 & 45 GF JALAN KASUARINA 2/KS 07 BANDAR BOTANIK KLANG,2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
RAMLY HALAL KIOSK,RAMLY HALAL KIOSK SDN BHD,"NO. 9 & 11 G JALAN KLANG SENTRAL 10/KU5 TAMAN KLANG SENTRAL, BUKIT RAJA MERU",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"KFC FINANCIAL PARK, LABUAN",QSR STORES SDN BHD,"LOT C003 & D002, GROUND FLOORPODIUM LEVEL, FINANCIAL PARKLABUAN COMPLEX",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC TUARAN,QSR STORES SDN BHD,"GROUND & 2ND FLOORLOT NO. 1, BLOCK 7JALAN KLOG, TUARANSABAH",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S KLEBANG DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"PT 238632 PERSIARAN KLEBANG PUTRA,TAMAN KLEBANG PUTRA CHEMOR",2018-04-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S OUG,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"PART OF G03 - G06 GROUND FLOOR, PLAZA OUG JALAN KLANG LAMA",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S SHAW CENTRE POINT KLANG,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"LOT LG-16, JALAN MELAYU,OFF JALAN RAJA HASSAN,41400 KLANG,SELANGOR",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S GENTING SEMPAH,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"KAWASAN REHAT GENTING-GEMPAH KM 38.4 LEBUHRAYA KL-KARAK, GENTING SEMPAH,",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S MOBIL KL-SEREMBAN DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),8KM KL-SEREMBAN57000 KUALA LUMPUR,2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S KLUANG,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"NO1, JALAN MD. LAZIM SAIM,86000 KLUANG,JOHOR",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S TAMAN SRI ANDALAS,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"NO 2, JALAN SRI SARAWAK 18TAMAN SRI ANDALAS41200 KLANG",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S JAYA JUSCO BUKIT RAJA,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"PERSIARAN BUKIT RAJA 2,BANDAR BARU KLANG,41150 KLANG,SELANGOR",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT AEON BUKIT TINGGI,PIZZA HUT RESTAURANTS SDN BHD,"G 19, GROUND FLOOR, AEON BUKIT TINGGI SHOPPING CENTRE,NO 1 BANDAR BUKIT TINGGI 241200 KLANG",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT BUKIT RAJA,PIZZA HUT RESTAURANTS SDN BHD,"LOT G42, GROUND FLOOR BUKIT RAJA SHOPPING COMPLEX PERSIARAN BUKIT RAJA, BANDAR BARU KLANG",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT GENTING KLANG,PIZZA HUT RESTAURANTS SDN BHD,11-13 KOMPLEK MUTIARA GENTING JALAN GENTING KLANG SETAPAK,2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT GIANT BUKIT TINGGI,PIZZA HUT RESTAURANTS SDN BHD,"LOT A14, GIANT KLANG, PERSIARAN BATU NILAM, BANDAR BUKIT TINGGI PANDAMARAN,",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"PIZZA HUT KLANG 2, JALAN TAIPING",PIZZA HUT RESTAURANTS SDN BHD,"NO.9 JALAN TAIPING,41400 KLANG, SELANGOR",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT KLUANG MALL,PIZZA HUT RESTAURANTS SDN BHD,"LOT G18 & G19, G FLOOR,KLUANG MALL, JALAN RAMBUTAN,86000 KLUANG,JOHOR DARUL TAKZIM.",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT OUG PLAZA,PIZZA HUT RESTAURANTS SDN BHD,"LOT G-13, GROUND FLOOR,PARKSON GRAND, OUG PLAZA,JLN KLANG LAMA, KUALA LUMPUR",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT PORT KLANG,PIZZA HUT RESTAURANTS SDN BHD,"NO.105, GROUND & 1ST FLOORS,PERSIARAN RAJA MUDA MUSA,42000 PELABUHAN KLANG.SELANGOR",2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PIZZA HUT SURIA KLCC,PIZZA HUT RESTAURANTS SDN BHD,LOT. NO. C36B/37/38CONCOURSE LEVEL SURIA KLCCKUALA LUMPUR CITY CENTRE50088 KUALA LUMPUR,2019-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
STARBUCKS COFFEE BUKIT RAJA,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,"LOT G 35, TINGKAT BAWAH, AEON BUKIT RAJA SHOPPING CENTRE PERSIARAN BKT RAJA 2, BANDAR BARU KLANG",2018-05-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MARRYBROWN GM KLANG,MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD),"AG11, GM WHOLESALE CENTRE BOTANIC CAPITAL KLANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
EMBUNAN MULIA SDN BHD- SR@ BANDAR BARU KLANG,SECRET RECIPE CAKES & CAFE SDN BHD,"26 GROUND FLOOR, JALAN TIARA 2, BANDAR BARU KLANG, 41500 KLANG SELANGOR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
EMBUNAN MULIA SDN BHD- SR@TESCO BUKIT TINGGI,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT 16, TESCO KLANG, NO. 1, JALAN BATU 2 1/2, JALAN LANGAT, 41200 KLANG, SELANGOR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
AMAZING CAF SDN BHD- SR@OUG,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT G6, GROUND FLOOR, CITRUS PARK FOOD EMPORIUM,PLAZA OUG, TAMAN OUG, JALAN KLANG LAMA, 58200 KUALA LUMPUR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ SURIA KLCC,SECRET RECIPE CAKES & CAFE SDN BHD,"C35 CONCOURSE LEVEL, SURIA KLCC, KL CITY CENTRE, 50088 KUALA LUMPUR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
NUOCEAN SDN BHD- SR@KL SENTRAL,SECRET RECIPE CAKES & CAFE SDN BHD,"UNIT 2, LEVEL 1 (ARRIVAL HALL), KL CITY AIR TERMINAL, KL SENTRAL STATION, 50470 KUALA LUMPUR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ KL FESTIVAL CITY,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT G64, KL FESTIVAL CITY, NO. 67, JALAN TAMAN IBU KOTA, Â TAMAN DANAU KOTA, SETAPAK, 53300 KUALA LUMPUR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ SUMMIT,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT NO.KLG02, LOWER GROUND FLOOR, THE SUMMIT SUBANG USJ, PERSIARAN KEWAJIPAN USJ1, UEP SUBANG JAYA, 47600 SELANGOR.",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ KLANG PARADE,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT G.63A, GROUND FLOOR, KLANG PARADE, NO. 2112, KM2, JALAN MERU, 41050 KLANG, SELANGOR.",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ INTERMARK MALL,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT C-09, INTERMARK MALL, THE INTERMARK, 348, JALAN TUN RAZAK, 50400 KL",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ TAMAN DANAU DESA,SECRET RECIPE CAKES & CAFE SDN BHD,"9-0-10, JALAN 3/109F, DANAU BUSINESS CENTRE, TAMAN DANAU DESA, 58100 KL",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SECRET RECIPE CAKES & CAFE SDN BHD - SR @ QUILL CITY MALL,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT NO. 4-09 & ALFRESCO 1, FOURTH FLOOR, QUILL CITY MALL, NO. 1018, JALAN SULTAN ISMAIL, 50250 KL",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
EMBUNAN MULIA SDN BHD - SR@AEON BUKIT TINGGI,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT F09, AEON SHOPPING CENTRE, BUKIT TINGGI 2, PERSIARAN BATU NILAM 1KS/6, BANDAR BARU BUKIT TINGGI, 41020 KLANG, SELANGOR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MAJUPADU HOLDINGS SDN BHD - SR @ KLUANG MALL,SECRET RECIPE CAKES & CAFE SDN BHD,"LOT NO. G-09 & G-10 KLUANG MALL, JALAN RAMBUTAN, BANDAR KLUANG, 86000, JOHOR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
"SECRET RECIPE CAKES & CAFE SDN BHD - SR @ KAPAR, KLANG",SECRET RECIPE CAKES & CAFE SDN BHD,"230 JALAN BESAR / KU13 PEKAN KAPAR, 42200 KLANG, SELANGOR DARUL EHSAN",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
SAJI BUMI SDN BHD - SR @ MAIN TERMINAL KLIA,SECRET RECIPE CAKES & CAFE SDN BHD,"F&B 04 LOT 31 & 31(A), MTBDL MAIN TERMINAL BUILDING LEVEL 5, KUALA LUMPUR INTERNATIONAL AIRPORT (KLIA)",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MAJUPADU HOLDINGS SDN BHD - SR @ TAMAN INTAN,SECRET RECIPE CAKES & CAFE SDN BHD,"NO. 4, GROUND & 2ND FLOOR, JALAN INTAN 1/1, TAMAN INTAN, 86000 KLUANG, JOHOR",2018-04-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PETRONAS KLIA DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"LOT PT 3906, JALAN TERMINAL KLIA (OUTBOUND), SEPANG SELANGOR",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S KLANG SENTRAL,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"NO 2 JALAN KLANG SENTRAL /KU05, BUKIT RAJA MERU, 40150 KLANG SELANGOR",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S PETRONAS TPM DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"PETRONAS SERVICE STATION, TECHNOLOGIES PARK MALAYSIA, SEREMBAN KL - HIGHWAY,",2018-01-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S KLCC,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"LOT 15 LEVEL 2, SURIA KLCC FOOD COURT,",2018-01-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
MCDONALD'S KULIM DRIVE THRU,GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD),"NO.28, JALAN KLC 1 KULIM LANDMARK CENTRAL KULIM",2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
OBRIENS IRISH SANDWICH CAFE,SY DELI N MEALS SERVICES SDN BHD,"LOT SATMZ 3(A)-(B) MEZZANINE LEVEL,SATELLITE BUILDING KLIA",2017-11-30,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
LA BOHEME BAKERY - AEON BANDAR BARU KLANG,AEON CO. (M) BHD,PERSIARAN BUKIT RAJA 2 BANDAR BARU KLANG,2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
GASTONIA RESOURCES SDN BHD,GASTONIA RESOURCES SDN BHD,"LOT NO G13A & G13B, GROUND FLOOR KLUANG MALL JALAN RAMBUTAN, BANDAR KLUANG",2018-02-28,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
BANDAR BARU KLANG SPECIALIST HOSPITAL SDN BHD,BANDAR BARU KLANG SPECIALIST HOSPITAL SDN. BHD,NO. 102 PERSIARAN RAJAWALI/KU 1 BANDAR BARU KLANG,2018-01-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
KFC PETRONAS PETALING UTAMA DRIVE THRU,KFC (PENINSULAR MALAYSIA) SDN BHD,LOT NO. PT 1773 HS(D) 243795 JALAN KLANG LAMA PETALING JAYA,2018-05-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
CAFE BESTA,BESTA CORPORATION SDN BHD KLANG,"PANTAI KLANG MEDICAL CENTRE SDN. BHD. LOT 5921, PERSIARAN RAJA MUDA MUSA,",2017-12-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
CENTRAL KITCHEN  KAFE SERI EMAS,GOLDCOURSE HOTEL (GOLDCOURSE MANAGEMENT SDN BHD),"NO. 9, TINGKAT 9 JALAN PASAR KLANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PASTRY KITCHEN,GOLDCOURSE HOTEL (GOLDCOURSE MANAGEMENT SDN BHD),"NO. 9, TINGKAT 9 JALAN PASAR KLANG",2017-12-31,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
NYONYA VALLEY EXPRESS (CAFETERIA UTAR COLLEGE),SWEETLINE EXPRESS SDN BHD,"CAFETARIA BLOK U, TARC MAIN CAMPUS JALAN GENTING KLANG, 53300,KUALA LUMPUR",2018-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PAK LI KOPITIAM SDN BHD - KLANG SENTRAL,PAK LI KOPITIAM SDN BHD,"GIANT HYPERMARKET, LOT G6, NO.2, PERSIARAN KLANG SENTRAL 4 TAMAN KLANG SENTRAL, BUKIT RAJA",2018-01-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
PHD KOTA LAKSAMANA,PHD DELIVERY SDN BHD,"71,GROUND FLOOR JALAN KL 3/8, SEKSYEN 3, TAMAN KOTA LAKSAMANA",2018-02-15,JABATAN KEMAJUAN ISLAM MALAYSIA (JAKIM)
